Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000          28.2636      28.2636       0.0000     0.0
0.0010          28.2603      27.8304       0.4299    41.1
0.0020          28.2459      26.5797       1.6662   159.1
0.0030          28.2272      24.6486       3.5787   341.8
0.0040          28.1755      22.2234       5.9521   568.5
0.0050          28.1882      19.5113       8.6768   828.7
0.0060          28.1350      16.7036      11.4313  1091.8
0.0070          28.0825      13.9723      14.1102  1347.7
0.0080          28.0319      11.4330      16.5988  1585.4
0.0090          28.0003       9.1583      18.8420  1799.6
0.0100          27.9661       7.1799      20.7862  1985.3
0.0110          28.0332       5.5026      22.5306  2151.9
0.0120          27.9775       4.1144      23.8631  2279.2
0.0130          27.8490       2.9953      24.8537  2373.8
0.0140          27.8132       2.1181      25.6950  2454.1
0.0150          27.7123       1.4551      26.2572  2507.8
0.0160          27.6799       0.9838      26.6961  2549.8
0.0170          27.7052       0.6855      27.0197  2580.7
0.0180          27.6718       0.5489      27.1229  2590.5
0.0190          27.5579       0.5682      26.9897  2577.8
0.0200          27.4877       0.7434      26.7442  2554.4
0.0210          27.4986       1.0814      26.4173  2523.1
0.0220          27.5009       1.5950      25.9059  2474.3
0.0230          27.4846       2.3021      25.1825  2405.2
0.0240          27.3344       3.2234      24.1110  2302.9
0.0250          27.3594       4.3833      22.9761  2194.5
0.0260          27.3469       5.8070      21.5398  2057.3
0.0270          27.3539       7.5125      19.8414  1895.1
0.0280          27.2470       9.5032      17.7438  1694.7
0.0290          27.2378      11.7639      15.4738  1477.9
0.0300          27.2483      14.2516      12.9966  1241.3
0.0310          27.2679      16.8862      10.3818   991.6
0.0320          27.2801      19.5416       7.7385   739.1
0.0330          27.2700      22.0576       5.2125   497.8
0.0340          27.3072      24.2460       3.0612   292.4
0.0350          27.3432      25.9215       1.4217   135.8
0.0360          27.3478      26.9191       0.4287    40.9
0.0370          27.3489      27.1328       0.2161    20.6
0.0380          27.3538      26.5479       0.8059    77.0
0.0390          27.3651      25.2180       2.1470   205.1
0.0400          27.3428      23.2840       4.0589   387.7
0.0410          27.3618      20.9208       6.4409   615.2
0.0420          27.3451      18.3231       9.0220   861.7
0.0430          27.3190      15.6671      11.6519  1112.9
0.0440          27.2784      13.0988      14.1797  1354.3
0.0450          27.2736      10.7211      16.5525  1580.9
0.0460          27.2874       8.5905      18.6969  1785.8
0.0470          27.3241       6.7360      20.5881  1966.4
0.0480          27.2419       5.1657      22.0762  2108.5
0.0490          27.1497       3.8689      23.2808  2223.6
0.0500          27.0933       2.8219      24.2714  2318.2
0.0510          27.0611       2.0006      25.0605  2393.5
0.0520          27.0454       1.3804      25.6650  2451.3
0.0530          26.9755       0.9424      26.0331  2486.4
0.0540          26.9183       0.6697      26.2486  2507.0
0.0550          26.8224       0.5522      26.2701  2509.1
0.0560          26.7629       0.5846      26.1783  2500.3
0.0570          26.7051       0.7676      25.9375  2477.3
0.0580          26.6608       1.1076      25.5533  2440.6
0.0590          26.5844       1.6158      24.9686  2384.8
0.0600          26.5053       2.3078      24.1975  2311.1
0.0610          26.4605       3.2028      23.2577  2221.4
0.0620          26.4534       4.3232      22.1302  2113.7
0.0630          26.4262       5.6880      20.7383  1980.7
0.0640          26.4611       7.3109      19.1502  1829.0
0.0650          26.4435       9.1936      17.2499  1647.5
0.0660          26.3953      11.3140      15.0814  1440.4
0.0670          26.3114      13.6238      12.6876  1211.8
0.0680          26.2760      16.0438      10.2323   977.3
0.0690          26.2392      18.4591       7.7801   743.1
0.0700          26.2545      20.7206       5.5340   528.6
0.0710          26.2407      22.6694       3.5713   341.1
0.0720          26.2394      24.1433       2.0961   200.2
0.0730          26.2616      25.0157       1.2459   119.0
0.0740          26.2652      25.2058       1.0594   101.2
0.0750          26.2575      24.7026       1.5549   148.5
0.0760          26.2569      23.5667       2.6902   256.9
0.0770          26.2794      21.8964       4.3830   418.6
0.0780          26.2746      19.8383       6.4364   614.7
0.0790          26.2705      17.5509       8.7196   832.8
0.0800          26.2195      15.1848      11.0347  1053.9
0.0810          26.1846      12.8641      13.3205  1272.3
0.0820          26.1807      10.6782      15.5024  1480.6
0.0830          26.1626       8.6891      17.4735  1668.9
0.0840          26.1280       6.9305      19.1975  1833.6
0.0850          26.1463       5.4135      20.7327  1980.2
0.0860          26.0634       4.1358      21.9276  2094.3
0.0870          25.9926       3.0834      22.9092  2188.1
0.0880          25.8812       2.2385      23.6427  2258.1
0.0890          25.8987       1.5812      24.3175  2322.6
0.0900          25.9031       1.0926      24.8105  2369.7
0.0910          25.8808       0.7583      25.1226  2399.5
0.0920          25.7465       0.5669      25.1796  2404.9
0.0930          25.6567       0.5111      25.1456  2401.7
0.0940          25.6397       0.5874      25.0524  2392.8
0.0950          25.6494       0.7973      24.8521  2373.6
0.0960          25.5473       1.1462      24.4011  2330.6
0.0970          25.4065       1.6415      23.7651  2269.8
0.0980          25.4323       2.2949      23.1374  2209.9
0.0990          25.4187       3.1191      22.2997  2129.9
0.1000          25.3598       4.1254      21.2344  2028.1
0.1010          25.2666       5.3214      19.9453  1905.0
0.1020          25.2189       6.7028      18.5160  1768.5
0.1030          25.1857       8.2599      16.9258  1616.6
0.1040          25.1892       9.9623      15.2269  1454.3
0.1050          25.2025      11.7653      13.4372  1283.4
0.1060          25.1730      13.6014      11.5716  1105.2
0.1070          25.1996      15.3846       9.8150   937.4
0.1080          25.1726      17.0161       8.1566   779.0
0.1090          25.2141      18.3904       6.8237   651.7
0.1100          25.2267      19.4364       5.7904   553.0
0.1110          25.2008      20.0822       5.1185   488.9
0.1120          25.2199      20.2947       4.9252   470.4
0.1130          25.1941      20.0754       5.1186   488.9
0.1140          25.1472      19.4667       5.6805   542.5
0.1150          25.1282      18.5168       6.6114   631.5
0.1160          25.1433      17.2872       7.8561   750.3
0.1170          25.1322      15.8551       9.2770   886.1
0.1180          25.0584      14.3034      10.7550  1027.2
0.1190          25.0922      12.7061      12.3861  1183.0
0.1200          25.0426      11.1220      13.9205  1329.6
0.1210          24.9909       9.6065      15.3844  1469.4
0.1220          24.9163       8.1921      16.7242  1597.3
0.1230          24.8693       6.9064      17.9628  1715.6
0.1240          24.8025       5.7634      19.0391  1818.4
0.1250          24.6489       4.7691      19.8798  1898.7
0.1260          24.6967       3.9206      20.7761  1984.3
0.1270          24.5891       3.2121      21.3770  2041.7
0.1280          24.5557       2.6347      21.9210  2093.7
0.1290          24.5289       2.1776      22.3514  2134.8
0.1300          24.4773       1.8303      22.6470  2163.0
0.1310          24.3952       1.5820      22.8131  2178.9
0.1320          24.3465       1.4229      22.9236  2189.4
0.1330          24.3216       1.3437      22.9779  2194.6
0.1340          24.2465       1.3358      22.9107  2188.2
0.1350          24.1727       1.3941      22.7786  2175.6
0.1360          24.1621       1.5124      22.6497  2163.3
0.1370          24.1586       1.6892      22.4694  2146.1
0.1380          24.0170       1.9219      22.0951  2110.3
0.1390          23.9805       2.2027      21.7778  2080.0
0.1400          23.9414       2.5268      21.4146  2045.3
0.1410          23.9373       2.8892      21.0481  2010.3
0.1420          23.9489       3.2831      20.6658  1973.8
0.1430          23.9046       3.6974      20.2072  1930.0
0.1440          23.8167       4.1213      19.6955  1881.1
0.1450          23.7661       4.5428      19.2233  1836.0
0.1460          23.7701       4.9527      18.8174  1797.3
0.1470          23.7266       5.3454      18.3812  1755.6
0.1480          23.7122       5.7160      17.9962  1718.8
0.1490          23.6875       6.0583      17.6292  1683.8
0.1500          23.6990       6.3719      17.3271  1654.9
0.1510          23.6707       6.6568      17.0139  1625.0
0.1520          23.6299       6.9127      16.7172  1596.7
0.1530          23.5886       7.1376      16.4509  1571.2
0.1540          23.5427       7.3310      16.2117  1548.4
0.1550          23.5376       7.4904      16.0472  1532.7
0.1560          23.4738       7.6128      15.8610  1514.9
0.1570          23.4133       7.6948      15.7184  1501.3
0.1580          23.3816       7.7374      15.6442  1494.2
0.1590          23.3672       7.7405      15.6267  1492.5
0.1600          23.3533       7.7088      15.6445  1494.2
0.1610          23.2585       7.6412      15.6172  1491.6
0.1620          23.1899       7.5396      15.6503  1494.8
0.1630          23.0889       7.4069      15.6820  1497.8
0.1640          23.0735       7.2489      15.8246  1511.4
0.1650          23.0531       7.0691      15.9840  1526.6
0.1660          23.1044       6.8712      16.2332  1550.4
0.1670          23.0462       6.6578      16.3884  1565.3
0.1680          23.0972       6.4338      16.6634  1591.5
0.1690          23.0120       6.2039      16.8081  1605.3
0.1700          22.9423       5.9753      16.9670  1620.5
0.1710          22.9204       5.7507      17.1697  1639.9
0.1720          22.9081       5.5318      17.3762  1659.6
0.1730          22.8886       5.3261      17.5626  1677.4
0.1740          22.9149       5.1357      17.7792  1698.1
0.1750          22.8767       4.9643      17.9125  1710.8
0.1760          22.8350       4.8107      18.0244  1721.5
0.1770          22.7861       4.6742      18.1119  1729.9
0.1780          22.7080       4.5529      18.1551  1734.0
0.1790          22.6664       4.4463      18.2201  1740.2
0.1800          22.6170       4.3548      18.2622  1744.2
0.1810          22.5292       4.2745      18.2546  1743.5
0.1820          22.5907       4.2033      18.3874  1756.2
0.1830          22.4797       4.1411      18.3387  1751.5
0.1840          22.3910       4.0863      18.3047  1748.3
0.1850          22.3692       4.0367      18.3325  1750.9
0.1860          22.2805       3.9913      18.2892  1746.8
0.1870          22.2482       3.9497      18.2985  1747.7
0.1880          22.2157       3.9110      18.3047  1748.3
0.1890          22.2146       3.8731      18.3415  1751.8
0.1900          22.2845       3.8358      18.4487  1762.0
0.1910          22.3638       3.7988      18.5650  1773.2
0.1920          22.2683       3.7616      18.5067  1767.6
0.1930          22.2278       3.7239      18.5039  1767.3
0.1940          22.1275       3.6853      18.4422  1761.4
0.1950          22.1036       3.6475      18.4562  1762.8
0.1960          22.0192       3.6086      18.4106  1758.4
0.1970          21.9282       3.5678      18.3604  1753.6
0.1980          21.9482       3.5257      18.4225  1759.5
0.1990          21.9402       3.4830      18.4572  1762.9
0.2000          21.9002       3.4398      18.4604  1763.2
0.2010          21.8667       3.3976      18.4691  1764.0
0.2020          21.8384       3.3573      18.4811  1765.1
0.2030          21.8171       3.3214      18.4957  1766.5
0.2040          21.7581       3.2917      18.4664  1763.7
0.2050          21.7482       3.2716      18.4766  1764.7
0.2060          21.6672       3.2631      18.4041  1757.8
0.2070          21.6304       3.2695      18.3609  1753.7
0.2080          21.5463       3.2925      18.2537  1743.4
0.2090          21.5116       3.3326      18.1790  1736.3
0.2100          21.5396       3.3907      18.1490  1733.4
0.2110          21.4938       3.4679      18.0258  1721.7
0.2120          21.4760       3.5633      17.9127  1710.9
0.2130          21.3293       3.6743      17.6550  1686.2
0.2140          21.2872       3.7991      17.4881  1670.3
0.2150          21.2418       3.9317      17.3101  1653.3
0.2160          21.1809       4.0662      17.1147  1634.6
0.2170          21.0407       4.1950      16.8457  1608.9
0.2180          20.9664       4.3145      16.6520  1590.4
0.2190          20.9932       4.4168      16.5764  1583.2
0.2200          20.9769       4.4942      16.4826  1574.3
0.2210          20.9653       4.5377      16.4276  1569.0
0.2220          20.8570       4.5440      16.3130  1558.1
0.2230          20.8499       4.5131      16.3368  1560.3
0.2240          20.8745       4.4421      16.4324  1569.5
0.2250          20.9125       4.3331      16.5794  1583.5
0.2260          20.8987       4.1922      16.7065  1595.6
0.2270          20.9187       4.0212      16.8975  1613.9
0.2280          20.8996       3.8291      17.0705  1630.4
0.2290          20.9112       3.6285      17.2827  1650.7
0.2300          20.9038       3.4287      17.4750  1669.0
0.2310          20.8395       3.2368      17.6027  1681.2
0.2320          20.7849       3.0603      17.7245  1692.9
0.2330          20.7642       2.9036      17.8605  1705.9
0.2340          20.7925       2.7681      18.0244  1721.5
0.2350          20.7367       2.6542      18.0826  1727.1
0.2360          20.7273       2.5634      18.1639  1734.8
0.2370          20.6688       2.4940      18.1748  1735.9
0.2380          20.6457       2.4446      18.2012  1738.4
0.2390          20.6654       2.4094      18.2560  1743.6
0.2400          20.6154       2.3848      18.2306  1741.2
0.2410          20.5546       2.3679      18.1867  1737.0
0.2420          20.4597       2.3534      18.1063  1729.3
0.2430          20.4446       2.3362      18.1083  1729.5
0.2440          20.3767       2.3105      18.0662  1725.5
0.2450          20.3464       2.2698      18.0766  1726.5
0.2460          20.3463       2.2141      18.1323  1731.8
0.2470          20.3342       2.1451      18.1892  1737.3
0.2480          20.3445       2.0644      18.2801  1745.9
0.2490          20.2688       1.9770      18.2918  1747.1
0.2500          20.2732       1.8829      18.3903  1756.5
0.2510          20.1960       1.7882      18.4078  1758.1
0.2520          20.1487       1.6968      18.4519  1762.4
0.2530          20.1846       1.6112      18.5734  1774.0
0.2540          20.1457       1.5349      18.6108  1777.5
0.2550          20.0938       1.4700      18.6238  1778.8
0.2560          20.0491       1.4150      18.6341  1779.8
0.2570          20.0357       1.3703      18.6654  1782.7
0.2580          19.9611       1.3324      18.6287  1779.2
0.2590          19.9070       1.2957      18.6112  1777.6
0.2600          19.8142       1.2548      18.5594  1772.6
0.2610          19.7786       1.2059      18.5727  1773.9
0.2620          19.7352       1.1456      18.5896  1775.5
0.2630          19.7059       1.0721      18.6338  1779.7
0.2640          19.7183       0.9856      18.7327  1789.2
0.2650          19.6980       0.8886      18.8095  1796.5
0.2660          19.6206       0.7853      18.8353  1799.0
0.2670          19.6060       0.6816      18.9244  1807.5
0.2680          19.5163       0.5825      18.9338  1808.4
0.2690          19.4393       0.4924      18.9468  1809.6
0.2700          19.3446       0.4139      18.9306  1808.1
0.2710          19.3245       0.3456      18.9789  1812.7
0.2720          19.2628       0.2872      18.9756  1812.4
0.2730          19.2458       0.2344      19.0115  1815.8
0.2740          19.2002       0.1814      19.0188  1816.5
0.2750          19.1420       0.1215      19.0205  1816.7
0.2760          19.0834       0.0489      19.0345  1818.0
0.2770          19.0196      -0.0419      19.0615  1820.6
0.2780          18.9714      -0.1524      19.1237  1826.5
0.2790          18.9432      -0.2873      19.2305  1836.7
0.2800          18.9162      -0.4426      19.3588  1849.0
0.2810          18.8917      -0.6133      19.5050  1862.9
0.2820          18.7607      -0.7921      19.5528  1867.5
0.2830          18.6348      -0.9729      19.6077  1872.7
0.2840          18.5583      -1.1523      19.7106  1882.6
0.2850          18.5137      -1.3260      19.8397  1894.9
0.2860          18.4551      -1.4910      19.9461  1905.1
0.2870          18.3947      -1.6440      20.0386  1913.9
0.2880          18.2881      -1.7822      20.0703  1916.9
0.2890          18.1601      -1.9061      20.0662  1916.5
0.2900          18.1065      -2.0154      20.1219  1921.9
0.2910          18.1100      -2.1097      20.2198  1931.2
0.2920          18.0467      -2.1883      20.2350  1932.7
0.2930          18.0348      -2.2493      20.2841  1937.3
0.2940          18.0084      -2.2923      20.3006  1938.9
0.2950          17.9997      -2.3179      20.3176  1940.5
0.2960          17.9377      -2.3263      20.2640  1935.4
0.2970          17.9257      -2.3190      20.2447  1933.6
0.2980          17.9286      -2.2961      20.2247  1931.7
0.2990          17.9765      -2.2571      20.2336  1932.5
0.3000          17.9335      -2.2010      20.1346  1923.1
0.3010          17.9277      -2.1285      20.0562  1915.6
0.3020          17.8001      -2.0383      19.8384  1894.8
0.3030          17.8346      -1.9303      19.7650  1887.8
0.3040          17.8714      -1.8053      19.6767  1879.3
0.3050          17.8622      -1.6625      19.5247  1864.8
0.3060          17.7853      -1.5019      19.2871  1842.1
0.3070          17.8166      -1.3245      19.1411  1828.2
0.3080          17.7861      -1.1285      18.9146  1806.5
0.3090          17.6902      -0.9161      18.6063  1777.1
0.3100          17.6411      -0.6881      18.3292  1750.6
0.3110          17.5764      -0.4447      18.0211  1721.2
0.3120          17.4939      -0.1908      17.6847  1689.1
0.3130          17.4064       0.0700      17.3364  1655.8
0.3140          17.4275       0.3324      17.0951  1632.8
0.3150          17.4642       0.5919      16.8724  1611.5
0.3160          17.4812       0.8362      16.6451  1589.8
0.3170          17.5037       1.0588      16.4450  1570.7
0.3180          17.4085       1.2524      16.1561  1543.1
0.3190          17.3348       1.4103      15.9245  1521.0
0.3200          17.3308       1.5267      15.8041  1509.5
0.3210          17.2687       1.5990      15.6697  1496.6
0.3220          17.2633       1.6294      15.6340  1493.2
0.3230          17.1852       1.6194      15.5657  1486.7
0.3240          17.1945       1.5765      15.6180  1491.7
0.3250          17.2210       1.5036      15.7174  1501.2
0.3260          17.1769       1.4107      15.7662  1505.8
0.3270          17.2054       1.2999      15.9055  1519.1
0.3280          17.1020       1.1778      15.9243  1520.9
0.3290          17.1275       1.0495      16.0781  1535.6
0.3300          17.0940       0.9174      16.1766  1545.0
0.3310          17.0540       0.7861      16.2679  1553.8
0.3320          17.0104       0.6587      16.3516  1561.8
0.3330          16.9979       0.5364      16.4614  1572.2
0.3340          16.9778       0.4210      16.5568  1581.4
0.3350          17.0061       0.3123      16.6939  1594.4
0.3360          17.0366       0.2110      16.8256  1607.0
0.3370          17.0185       0.1197      16.8989  1614.0
0.3380          16.9735       0.0399      16.9336  1617.3
0.3390          17.0010      -0.0304      17.0314  1626.7
0.3400          16.9629      -0.0926      17.0555  1629.0
0.3410          16.9743      -0.1466      17.1209  1635.2
0.3420          16.9258      -0.1923      17.1181  1635.0
0.3430          16.8879      -0.2308      17.1187  1635.0
0.3440          16.8099      -0.2624      17.0723  1630.6
0.3450          16.7341      -0.2872      17.0212  1625.7
0.3460          16.7147      -0.3040      17.0187  1625.5
0.3470          16.6976      -0.3125      17.0101  1624.6
0.3480          16.6723      -0.3138      16.9861  1622.4
0.3490          16.7131      -0.3072      17.0203  1625.6
0.3500          16.6480      -0.2947      16.9427  1618.2
0.3510          16.5908      -0.2762      16.8670  1611.0
0.3520          16.5940      -0.2528      16.8468  1609.0
0.3530          16.5887      -0.2253      16.8140  1605.9
0.3540          16.5780      -0.1955      16.7735  1602.0
0.3550          16.5657      -0.1708      16.7364  1598.5
0.3560          16.5553      -0.1543      16.7096  1595.9
0.3570          16.5819      -0.1471      16.7290  1597.8
0.3580          16.5607      -0.1534      16.7142  1596.4
0.3590          16.5310      -0.1732      16.7042  1595.4
0.3600          16.5351      -0.2047      16.7398  1598.8
0.3610          16.4931      -0.2462      16.7393  1598.8
0.3620          16.4942      -0.2963      16.7905  1603.7
0.3630          16.4570      -0.3539      16.8109  1605.6
0.3640          16.5048      -0.4123      16.9171  1615.8
0.3650          16.3675      -0.4714      16.8388  1608.3
0.3660          16.3140      -0.5280      16.8419  1608.6
0.3670          16.2613      -0.5789      16.8402  1608.4
0.3680          16.2260      -0.6227      16.8487  1609.2
0.3690          16.1648      -0.6591      16.8238  1606.9
0.3700          16.0966      -0.6874      16.7840  1603.1
0.3710          16.0738      -0.7091      16.7829  1602.9
0.3720          16.0993      -0.7248      16.8241  1606.9
0.3730          16.0660      -0.7356      16.8015  1604.7
0.3740          16.0220      -0.7441      16.7661  1601.3
0.3750          15.9500      -0.7512      16.7012  1595.1
0.3760          15.9170      -0.7598      16.6768  1592.8
0.3770          15.8879      -0.7724      16.6603  1591.2
0.3780          15.9262      -0.7922      16.7184  1596.8
0.3790          15.9244      -0.8178      16.7422  1599.1
0.3800          15.8593      -0.8504      16.7097  1596.0
0.3810          15.7984      -0.8881      16.6865  1593.7
0.3820          15.7555      -0.9313      16.6867  1593.8
0.3830          15.7376      -0.9782      16.7158  1596.5
0.3840          15.7473      -1.0280      16.7753  1602.2
0.3850          15.7135      -1.0808      16.7943  1604.0
0.3860          15.6885      -1.1375      16.8260  1607.1
0.3870          15.6031      -1.1985      16.8016  1604.7
0.3880          15.5637      -1.2635      16.8272  1607.2
0.3890          15.4593      -1.3332      16.7925  1603.9
0.3900          15.3963      -1.4082      16.8045  1605.0
0.3910          15.4114      -1.4904      16.9018  1614.3
0.3920          15.3399      -1.5794      16.9192  1616.0
0.3930          15.2507      -1.6763      16.9270  1616.7
0.3940          15.2282      -1.7792      17.0073  1624.4
0.3950          15.2078      -1.8875      17.0953  1632.8
0.3960          15.1657      -2.0015      17.1672  1639.6
0.3970          15.1048      -2.1197      17.2245  1645.1
0.3980          15.0351      -2.2407      17.2758  1650.0
0.3990          15.0454      -2.3631      17.4085  1662.7
0.4000          15.0358      -2.4851      17.5209  1673.4
0.4010          15.0658      -2.6056      17.6714  1687.8
0.4020          15.0268      -2.7234      17.7502  1695.3
0.4030          14.9484      -2.8365      17.7849  1698.6
0.4040          14.8923      -2.9437      17.8360  1703.5
0.4050          14.8117      -3.0452      17.8569  1705.5
0.4060          14.7745      -3.1396      17.9141  1711.0
0.4070          14.8479      -3.2272      18.0751  1726.4
0.4080          14.8111      -3.3070      18.1180  1730.5
0.4090          14.8190      -3.3782      18.1971  1738.0
0.4100          14.7953      -3.4410      18.2363  1741.8
0.4110          14.7387      -3.4940      18.2327  1741.4
0.4120          14.6701      -3.5362      18.2063  1738.9
0.4130          14.6210      -3.5671      18.1881  1737.2
0.4140          14.6856      -3.5864      18.2721  1745.2
0.4150          14.7250      -3.5943      18.3193  1749.7
0.4160          14.6737      -3.5902      18.2639  1744.4
0.4170          14.6347      -3.5740      18.2087  1739.1
0.4180          14.7139      -3.5451      18.2590  1743.9
0.4190          14.7076      -3.5032      18.2108  1739.3
0.4200          14.6595      -3.4477      18.1072  1729.4
0.4210          14.5898      -3.3781      17.9679  1716.1
0.4220          14.5433      -3.2950      17.8382  1703.7
0.4230          14.5079      -3.1986      17.7065  1691.2
0.4240          14.5271      -3.0895      17.6166  1682.6
0.4250          14.4972      -2.9671      17.4644  1668.0
0.4260          14.4265      -2.8311      17.2576  1648.3
0.4270          14.4839      -2.6827      17.1666  1639.6
0.4280          14.5090      -2.5218      17.0308  1626.6
0.4290          14.3857      -2.3496      16.7353  1598.4
0.4300          14.3578      -2.1674      16.5252  1578.3
0.4310          14.3547      -1.9775      16.3321  1559.9
0.4320          14.3296      -1.7825      16.1122  1538.9
0.4330          14.2807      -1.5849      15.8656  1515.3
0.4340          14.3121      -1.3863      15.6984  1499.4
0.4350          14.3107      -1.1889      15.4996  1480.4
0.4360          14.2641      -0.9949      15.2590  1457.4
0.4370          14.2358      -0.8081      15.0439  1436.8
0.4380          14.2439      -0.6312      14.8751  1420.7
0.4390          14.2397      -0.4674      14.7071  1404.7
0.4400          14.1948      -0.3182      14.5130  1386.1
0.4410          14.1176      -0.1835      14.3011  1365.9
0.4420          14.0902      -0.0645      14.1547  1351.9
0.4430          14.0778       0.0395      14.0383  1340.8
0.4440          14.0441       0.1282      13.9159  1329.1
0.4450          14.0277       0.2039      13.8238  1320.3
0.4460          13.9532       0.2649      13.6883  1307.4
0.4470          13.9146       0.3152      13.5995  1298.9
0.4480          13.8722       0.3559      13.5162  1290.9
0.4490          13.8669       0.3868      13.4801  1287.5
0.4500          13.8950       0.4108      13.4842  1287.9
0.4510          13.8311       0.4296      13.4014  1280.0
0.4520          13.7977       0.4413      13.3564  1275.7
0.4530          13.7387       0.4470      13.2917  1269.5
0.4540          13.7676       0.4444      13.3232  1272.5
0.4550          13.8058       0.4312      13.3746  1277.4
0.4560          13.7371       0.4055      13.3316  1273.3
0.4570          13.6851       0.3655      13.3196  1272.2
0.4580          13.6638       0.3081      13.3557  1275.6
0.4590          13.6245       0.2347      13.3898  1278.9
0.4600          13.5702       0.1451      13.4251  1282.2
0.4610          13.5698       0.0402      13.5297  1292.2
0.4620          13.4968      -0.0775      13.5744  1296.5
0.4630          13.4632      -0.2046      13.6678  1305.4
0.4640          13.4841      -0.3370      13.8211  1320.1
0.4650          13.4408      -0.4745      13.9154  1329.1
0.4660          13.4705      -0.6121      14.0827  1345.0
0.4670          13.4986      -0.7494      14.2481  1360.8
0.4680          13.4740      -0.8872      14.3611  1371.6
0.4690          13.4498      -1.0243      14.4741  1382.4
0.4700          13.4710      -1.1607      14.6317  1397.5
0.4710          13.4646      -1.2958      14.7604  1409.8
0.4720          13.3864      -1.4290      14.8154  1415.0
0.4730          13.3941      -1.5596      14.9537  1428.2
0.4740          13.4182      -1.6879      15.1061  1442.8
0.4750          13.4554      -1.8132      15.2686  1458.3
0.4760          13.4214      -1.9348      15.3562  1466.7
0.4770          13.3440      -2.0517      15.3958  1470.5
0.4780          13.3089      -2.1603      15.4692  1477.5
0.4790          13.2679      -2.2596      15.5274  1483.0
0.4800          13.2391      -2.3475      15.5867  1488.7
0.4810          13.2292      -2.4240      15.6532  1495.0
0.4820          13.2073      -2.4872      15.6944  1499.0
0.4830          13.2307      -2.5374      15.7681  1506.0
0.4840          13.2066      -2.5748      15.7814  1507.3
0.4850          13.1478      -2.6002      15.7480  1504.1
0.4860          13.1452      -2.6124      15.7575  1505.0
0.4870          13.1076      -2.6119      15.7195  1501.4
0.4880          13.1036      -2.6000      15.7036  1499.9
0.4890          13.0745      -2.5780      15.6525  1495.0
0.4900          13.0255      -2.5478      15.5732  1487.4
0.4910          13.0303      -2.5100      15.5403  1484.3
0.4920          13.0216      -2.4655      15.4871  1479.2
0.4930          12.9658      -2.4153      15.3811  1469.1
0.4940          12.8965      -2.3602      15.2566  1457.2
0.4950          12.8425      -2.3018      15.1442  1446.4
0.4960          12.8078      -2.2424      15.0502  1437.4
0.4970          12.7874      -2.1842      14.9716  1429.9
0.4980          12.7867      -2.1297      14.9164  1424.7
0.4990          12.7736      -2.0804      14.8540  1418.7
0.5000          12.7599      -2.0371      14.7971  1413.3
0.5010          12.7551      -1.9997      14.7548  1409.2
0.5020          12.7627      -1.9706      14.7332  1407.2
0.5030          12.7199      -1.9514      14.6713  1401.3
0.5040          12.7028      -1.9422      14.6451  1398.8
0.5050          12.6439      -1.9421      14.5860  1393.1
0.5060          12.5564      -1.9503      14.5067  1385.5
0.5070          12.6358      -1.9660      14.6018  1394.6
0.5080          12.6748      -1.9872      14.6620  1400.4
0.5090          12.6491      -2.0126      14.6616  1400.3
0.5100          12.6477      -2.0408      14.6885  1402.9
0.5110          12.5943      -2.0684      14.6627  1400.4
0.5120          12.5027      -2.0928      14.5955  1394.0
0.5130          12.5116      -2.1138      14.6253  1396.9
0.5140          12.5141      -2.1279      14.6420  1398.5
0.5150          12.5330      -2.1339      14.6668  1400.8
0.5160          12.5460      -2.1300      14.6760  1401.7
0.5170          12.5369      -2.1154      14.6523  1399.4
0.5180          12.5037      -2.0884      14.5921  1393.7
0.5190          12.4369      -2.0485      14.4855  1383.5
0.5200          12.4170      -1.9936      14.4106  1376.4
0.5210          12.4246      -1.9235      14.3481  1370.4
0.5220          12.4309      -1.8357      14.2665  1362.6
0.5230          12.4499      -1.7285      14.1784  1354.2
0.5240          12.3964      -1.6016      13.9980  1337.0
0.5250          12.3682      -1.4556      13.8238  1320.3
0.5260          12.3692      -1.2936      13.6628  1304.9
0.5270          12.3529      -1.1173      13.4702  1286.5
0.5280          12.3014      -0.9320      13.2334  1263.9
0.5290          12.2952      -0.7445      13.0397  1245.4
0.5300          12.3271      -0.5645      12.8915  1231.3
0.5310          12.3272      -0.4011      12.7283  1215.7
0.5320          12.3339      -0.2632      12.5971  1203.2
0.5330          12.2948      -0.1601      12.4549  1189.6
0.5340          12.2439      -0.0949      12.3388  1178.5
0.5350          12.2353      -0.0652      12.3005  1174.8
0.5360          12.2762      -0.0683      12.3446  1179.0
0.5370          12.2564      -0.0994      12.3558  1180.1
0.5380          12.2142      -0.1515      12.3657  1181.1
0.5390          12.2283      -0.2157      12.4441  1188.5
0.5400          12.1904      -0.2851      12.4755  1191.5
0.5410          12.1292      -0.3590      12.4882  1192.8
0.5420          12.1191      -0.4338      12.5529  1198.9
0.5430          12.1175      -0.5099      12.6274  1206.0
0.5440          12.1073      -0.5865      12.6938  1212.4
0.5450          12.0630      -0.6638      12.7267  1215.5
0.5460          12.0156      -0.7408      12.7564  1218.4
0.5470          11.9917      -0.8191      12.8107  1223.6
0.5480          11.9643      -0.8980      12.8623  1228.5
0.5490          11.9588      -0.9753      12.9341  1235.3
0.5500          11.9970      -1.0508      13.0478  1246.2
