Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.6770          -2.0753      -6.3864       4.3111   411.8
1.6780          -2.0496      -6.3841       4.3345   414.0
1.6790          -2.0434      -6.3802       4.3368   414.2
1.6800          -2.0435      -6.3748       4.3313   413.7
1.6810          -2.0555      -6.3681       4.3126   411.9
1.6820          -2.0758      -6.3598       4.2840   409.2
1.6830          -2.0781      -6.3502       4.2720   408.0
1.6840          -2.0770      -6.3394       4.2624   407.1
1.6850          -2.0866      -6.3276       4.2410   405.1
1.6860          -2.0812      -6.3150       4.2338   404.4
1.6870          -2.1110      -6.3019       4.1909   400.3
1.6880          -2.1055      -6.2885       4.1829   399.5
1.6890          -2.1348      -6.2746       4.1398   395.4
1.6900          -2.1205      -6.2610       4.1405   395.5
1.6910          -2.1428      -6.2478       4.1049   392.1
1.6920          -2.1015      -6.2355       4.1340   394.8
1.6930          -2.1048      -6.2241       4.1193   393.4
1.6940          -2.1130      -6.2140       4.1009   391.7
1.6950          -2.1426      -6.2060       4.0634   388.1
1.6960          -2.1352      -6.2001       4.0650   388.2
1.6970          -2.0925      -6.1961       4.1036   391.9
1.6980          -2.1007      -6.1939       4.0932   390.9
1.6990          -2.0675      -6.1933       4.1258   394.1
1.7000          -2.0630      -6.1944       4.1314   394.6
1.7010          -2.0715      -6.1976       4.1261   394.1
1.7020          -2.0561      -6.2023       4.1463   396.0
1.7030          -2.0784      -6.2088       4.1304   394.5
1.7040          -2.0894      -6.2162       4.1268   394.2
1.7050          -2.0710      -6.2250       4.1541   396.8
1.7060          -2.0644      -6.2348       4.1704   398.3
1.7070          -2.0837      -6.2454       4.1616   397.5
1.7080          -2.0875      -6.2564       4.1689   398.2
1.7090          -2.1384      -6.2674       4.1290   394.4
1.7100          -2.1782      -6.2776       4.0993   391.5
1.7110          -2.1789      -6.2874       4.1086   392.4
1.7120          -2.1847      -6.2972       4.1125   392.8
1.7130          -2.1806      -6.3059       4.1254   394.0
1.7140          -2.1544      -6.3139       4.1595   397.3
1.7150          -2.1787      -6.3209       4.1422   395.6
1.7160          -2.1832      -6.3266       4.1434   395.7
1.7170          -2.2046      -6.3313       4.1267   394.1
1.7180          -2.2403      -6.3349       4.0946   391.1
1.7190          -2.2630      -6.3370       4.0740   389.1
1.7200          -2.2981      -6.3380       4.0399   385.9
1.7210          -2.3015      -6.3378       4.0363   385.5
1.7220          -2.3075      -6.3364       4.0289   384.8
1.7230          -2.3075      -6.3341       4.0266   384.6
1.7240          -2.3309      -6.3312       4.0003   382.1
1.7250          -2.3239      -6.3275       4.0036   382.4
1.7260          -2.3145      -6.3230       4.0084   382.8
1.7270          -2.3402      -6.3179       3.9777   379.9
1.7280          -2.3482      -6.3123       3.9641   378.6
1.7290          -2.3479      -6.3060       3.9581   378.0
1.7300          -2.3888      -6.2991       3.9103   373.5
1.7310          -2.4406      -6.2926       3.8520   367.9
1.7320          -2.4457      -6.2864       3.8406   366.8
1.7330          -2.4644      -6.2804       3.8161   364.5
1.7340          -2.4570      -6.2760       3.8189   364.7
1.7350          -2.4534      -6.2735       3.8201   364.9
1.7360          -2.4377      -6.2722       3.8345   366.2
1.7370          -2.4350      -6.2724       3.8374   366.5
1.7380          -2.4113      -6.2747       3.8634   369.0
1.7390          -2.4054      -6.2785       3.8731   369.9
1.7400          -2.4061      -6.2838       3.8777   370.4
1.7410          -2.4277      -6.2904       3.8627   368.9
1.7420          -2.4399      -6.2985       3.8586   368.5
1.7430          -2.4494      -6.3079       3.8585   368.5
1.7440          -2.4508      -6.3185       3.8676   369.4
1.7450          -2.4375      -6.3305       3.8930   371.8
1.7460          -2.4897      -6.3446       3.8548   368.2
1.7470          -2.4872      -6.3595       3.8723   369.8
1.7480          -2.4893      -6.3749       3.8856   371.1
1.7490          -2.5048      -6.3906       3.8858   371.1
1.7500          -2.5374      -6.4064       3.8690   369.5
1.7510          -2.5561      -6.4221       3.8660   369.2
1.7520          -2.5651      -6.4378       3.8727   369.9
1.7530          -2.5854      -6.4537       3.8683   369.5
1.7540          -2.5655      -6.4693       3.9039   372.9
1.7550          -2.5607      -6.4843       3.9236   374.7
1.7560          -2.5874      -6.4989       3.9114   373.6
1.7570          -2.6121      -6.5126       3.9006   372.5
1.7580          -2.6049      -6.5254       3.9205   374.4
1.7590          -2.6171      -6.5377       3.9206   374.5
1.7600          -2.6143      -6.5491       3.9348   375.8
1.7610          -2.5950      -6.5596       3.9646   378.7
1.7620          -2.5594      -6.5695       4.0101   383.0
1.7630          -2.5597      -6.5791       4.0194   383.9
1.7640          -2.5507      -6.5878       4.0371   385.6
1.7650          -2.5504      -6.5959       4.0455   386.4
1.7660          -2.5697      -6.6031       4.0334   385.2
1.7670          -2.6109      -6.6102       3.9993   382.0
1.7680          -2.6101      -6.6166       4.0066   382.7
1.7690          -2.6576      -6.6226       3.9650   378.7
1.7700          -2.6259      -6.6278       4.0019   382.2
1.7710          -2.6236      -6.6327       4.0091   382.9
1.7720          -2.6228      -6.6368       4.0139   383.4
1.7730          -2.6231      -6.6403       4.0172   383.7
1.7740          -2.6595      -6.6438       3.9843   380.5
1.7750          -2.6683      -6.6469       3.9786   380.0
1.7760          -2.6901      -6.6498       3.9597   378.2
1.7770          -2.6790      -6.6524       3.9734   379.5
1.7780          -2.6597      -6.6545       3.9948   381.5
1.7790          -2.6642      -6.6563       3.9920   381.3
1.7800          -2.6890      -6.6574       3.9684   379.0
1.7810          -2.6929      -6.6575       3.9646   378.7
1.7820          -2.6971      -6.6569       3.9598   378.2
1.7830          -2.6961      -6.6556       3.9594   378.2
1.7840          -2.6965      -6.6540       3.9574   378.0
1.7850          -2.6896      -6.6520       3.9624   378.5
1.7860          -2.6712      -6.6494       3.9782   380.0
1.7870          -2.6706      -6.6462       3.9756   379.7
1.7880          -2.6372      -6.6432       4.0060   382.6
1.7890          -2.6589      -6.6393       3.9804   380.2
1.7900          -2.6497      -6.6344       3.9847   380.6
1.7910          -2.6579      -6.6291       3.9712   379.3
1.7920          -2.6624      -6.6233       3.9608   378.3
1.7930          -2.7099      -6.6165       3.9066   373.1
1.7940          -2.7100      -6.6092       3.8993   372.4
1.7950          -2.7066      -6.6011       3.8944   372.0
1.7960          -2.7370      -6.5929       3.8560   368.3
1.7970          -2.7610      -6.5849       3.8239   365.2
1.7980          -2.7701      -6.5768       3.8067   363.6
1.7990          -2.7613      -6.5686       3.8073   363.6
1.8000          -2.7501      -6.5604       3.8102   363.9
1.8010          -2.7491      -6.5528       3.8037   363.3
1.8020          -2.7679      -6.5467       3.7789   360.9
1.8030          -2.7642      -6.5417       3.7775   360.8
1.8040          -2.7602      -6.5374       3.7772   360.8
1.8050          -2.7796      -6.5340       3.7545   358.6
1.8060          -2.8014      -6.5314       3.7300   356.3
1.8070          -2.8050      -6.5295       3.7244   355.7
1.8080          -2.8419      -6.5289       3.6869   352.1
1.8090          -2.8292      -6.5287       3.6995   353.3
1.8100          -2.8007      -6.5287       3.7280   356.1
1.8110          -2.8286      -6.5291       3.7005   353.4
1.8120          -2.8585      -6.5303       3.6718   350.7
1.8130          -2.8640      -6.5323       3.6683   350.4
1.8140          -2.8937      -6.5348       3.6411   347.8
1.8150          -2.9409      -6.5375       3.5966   343.5
1.8160          -2.9205      -6.5400       3.6195   345.7
1.8170          -2.9289      -6.5423       3.6134   345.1
1.8180          -2.9424      -6.5448       3.6024   344.1
1.8190          -2.9623      -6.5468       3.5846   342.4
1.8200          -2.9617      -6.5485       3.5868   342.6
1.8210          -2.9542      -6.5496       3.5954   343.4
1.8220          -2.9578      -6.5501       3.5923   343.1
1.8230          -2.9757      -6.5496       3.5739   341.3
1.8240          -2.9907      -6.5479       3.5572   339.8
1.8250          -2.9759      -6.5451       3.5692   340.9
1.8260          -3.0077      -6.5411       3.5334   337.5
1.8270          -2.9856      -6.5359       3.5503   339.1
1.8280          -2.9505      -6.5305       3.5800   341.9
1.8290          -2.9223      -6.5248       3.6025   344.1
1.8300          -2.8986      -6.5188       3.6202   345.8
1.8310          -2.9515      -6.5129       3.5614   340.1
1.8320          -2.9653      -6.5074       3.5421   338.3
1.8330          -2.9792      -6.5021       3.5230   336.5
1.8340          -2.9987      -6.4976       3.4989   334.2
1.8350          -2.9908      -6.4939       3.5031   334.6
1.8360          -2.9926      -6.4916       3.4991   334.2
1.8370          -3.0151      -6.4908       3.4758   332.0
1.8380          -3.0158      -6.4927       3.4769   332.1
1.8390          -3.0437      -6.4971       3.4534   329.8
1.8400          -3.0682      -6.5038       3.4355   328.1
1.8410          -3.0668      -6.5126       3.4458   329.1
1.8420          -3.0528      -6.5234       3.4705   331.5
1.8430          -3.0815      -6.5361       3.4547   330.0
1.8440          -3.0907      -6.5502       3.4596   330.4
1.8450          -3.0741      -6.5654       3.4913   333.5
1.8460          -3.0748      -6.5812       3.5063   334.9
1.8470          -3.0311      -6.5975       3.5664   340.6
1.8480          -3.0200      -6.6145       3.5944   343.3
1.8490          -3.0074      -6.6320       3.6246   346.2
1.8500          -2.9987      -6.6494       3.6507   348.7
1.8510          -2.9891      -6.6666       3.6775   351.2
1.8520          -2.9828      -6.6841       3.7013   353.5
1.8530          -3.0053      -6.7013       3.6959   353.0
1.8540          -3.0359      -6.7179       3.6819   351.7
1.8550          -3.0247      -6.7335       3.7088   354.2
1.8560          -3.0166      -6.7484       3.7317   356.4
1.8570          -3.0236      -6.7623       3.7387   357.1
1.8580          -3.0503      -6.7748       3.7245   355.7
1.8590          -3.0228      -6.7859       3.7631   359.4
1.8600          -3.0319      -6.7960       3.7641   359.5
1.8610          -3.0504      -6.8046       3.7542   358.6
1.8620          -3.0434      -6.8123       3.7689   360.0
1.8630          -3.0265      -6.8198       3.7934   362.3
1.8640          -3.0178      -6.8267       3.8089   363.8
1.8650          -2.9882      -6.8333       3.8452   367.3
1.8660          -2.9664      -6.8391       3.8727   369.9
1.8670          -2.9742      -6.8443       3.8701   369.6
1.8680          -3.0309      -6.8487       3.8178   364.6
1.8690          -3.0447      -6.8521       3.8074   363.6
1.8700          -3.0320      -6.8547       3.8227   365.1
1.8710          -3.0260      -6.8560       3.8300   365.8
1.8720          -3.0070      -6.8566       3.8496   367.7
1.8730          -3.0116      -6.8570       3.8454   367.3
1.8740          -3.0421      -6.8572       3.8151   364.4
1.8750          -3.0202      -6.8569       3.8368   366.5
1.8760          -2.9704      -6.8561       3.8857   371.1
1.8770          -2.9865      -6.8545       3.8680   369.4
1.8780          -2.9860      -6.8522       3.8663   369.3
1.8790          -3.0149      -6.8490       3.8341   366.2
1.8800          -3.0143      -6.8449       3.8305   365.9
1.8810          -3.0080      -6.8402       3.8322   366.0
1.8820          -3.0148      -6.8349       3.8201   364.9
1.8830          -3.0266      -6.8288       3.8022   363.1
1.8840          -3.0097      -6.8218       3.8121   364.1
1.8850          -3.0058      -6.8143       3.8084   363.7
1.8860          -3.0181      -6.8060       3.7879   361.8
1.8870          -3.0557      -6.7964       3.7407   357.3
1.8880          -3.0602      -6.7853       3.7251   355.8
1.8890          -3.0940      -6.7731       3.6791   351.4
1.8900          -3.0366      -6.7594       3.7227   355.6
1.8910          -3.0162      -6.7435       3.7272   356.0
1.8920          -3.0236      -6.7256       3.7020   353.6
1.8930          -3.0072      -6.7059       3.6987   353.3
1.8940          -3.0168      -6.6838       3.6670   350.2
1.8950          -3.0278      -6.6595       3.6316   346.9
1.8960          -3.0215      -6.6321       3.6107   344.9
1.8970          -3.0282      -6.6015       3.5733   341.3
1.8980          -3.0309      -6.5668       3.5358   337.7
1.8990          -3.0852      -6.5281       3.4429   328.8
1.9000          -3.0938      -6.4858       3.3919   324.0
1.9010          -3.1028      -6.4404       3.3377   318.8
1.9020          -3.1149      -6.3926       3.2778   313.1
1.9030          -3.1385      -6.3436       3.2051   306.1
1.9040          -3.1306      -6.2934       3.1628   302.1
1.9050          -3.1545      -6.2439       3.0894   295.1
1.9060          -3.1483      -6.1976       3.0493   291.2
1.9070          -3.1558      -6.1559       3.0001   286.5
1.9080          -3.1669      -6.1202       2.9533   282.1
1.9090          -3.1849      -6.0930       2.9081   277.8
1.9100          -3.2091      -6.0742       2.8651   273.6
1.9110          -3.2180      -6.0646       2.8466   271.9
1.9120          -3.1958      -6.0648       2.8690   274.0
1.9130          -3.1658      -6.0744       2.9086   277.8
1.9140          -3.1429      -6.0929       2.9500   281.8
1.9150          -3.1676      -6.1195       2.9520   281.9
1.9160          -3.1633      -6.1526       2.9893   285.5
1.9170          -3.1448      -6.1903       3.0455   290.9
1.9180          -3.1602      -6.2315       3.0713   293.3
1.9190          -3.1837      -6.2734       3.0897   295.1
1.9200          -3.1802      -6.3147       3.1345   299.4
1.9210          -3.1698      -6.3542       3.1844   304.1
1.9220          -3.2078      -6.3910       3.1832   304.0
1.9230          -3.1953      -6.4243       3.2290   308.4
1.9240          -3.2168      -6.4543       3.2375   309.2
1.9250          -3.2318      -6.4807       3.2490   310.3
1.9260          -3.2208      -6.5035       3.2828   313.5
1.9270          -3.2084      -6.5231       3.3147   316.6
1.9280          -3.2120      -6.5400       3.3279   317.9
1.9290          -3.2265      -6.5541       3.3275   317.8
1.9300          -3.2354      -6.5657       3.3304   318.1
1.9310          -3.2462      -6.5751       3.3289   317.9
1.9320          -3.2596      -6.5823       3.3227   317.4
1.9330          -3.2865      -6.5879       3.3014   315.3
1.9340          -3.2877      -6.5919       3.3042   315.6
1.9350          -3.2713      -6.5945       3.3233   317.4
1.9360          -3.2562      -6.5964       3.3402   319.0
1.9370          -3.2359      -6.5970       3.3612   321.0
1.9380          -3.2547      -6.5973       3.3426   319.3
1.9390          -3.2679      -6.5972       3.3293   318.0
1.9400          -3.2549      -6.5966       3.3417   319.2
1.9410          -3.2528      -6.5957       3.3429   319.3
1.9420          -3.2528      -6.5946       3.3418   319.2
1.9430          -3.2692      -6.5935       3.3243   317.5
1.9440          -3.2787      -6.5919       3.3132   316.4
1.9450          -3.2731      -6.5901       3.3170   316.8
1.9460          -3.2635      -6.5881       3.3245   317.5
1.9470          -3.2997      -6.5862       3.2864   313.9
1.9480          -3.2797      -6.5844       3.3047   315.6
1.9490          -3.2802      -6.5827       3.3025   315.4
1.9500          -3.2729      -6.5811       3.3082   316.0
1.9510          -3.2643      -6.5799       3.3156   316.7
1.9520          -3.2804      -6.5794       3.2990   315.1
1.9530          -3.2864      -6.5793       3.2928   314.5
1.9540          -3.3137      -6.5800       3.2663   312.0
1.9550          -3.3085      -6.5807       3.2722   312.5
1.9560          -3.3021      -6.5816       3.2795   313.2
1.9570          -3.3102      -6.5834       3.2732   312.6
1.9580          -3.3089      -6.5858       3.2769   313.0
1.9590          -3.3232      -6.5889       3.2657   311.9
1.9600          -3.3309      -6.5926       3.2617   311.5
1.9610          -3.3124      -6.5967       3.2843   313.7
1.9620          -3.2875      -6.6014       3.3139   316.5
1.9630          -3.2721      -6.6060       3.3340   318.4
1.9640          -3.2535      -6.6108       3.3572   320.7
1.9650          -3.2644      -6.6154       3.3510   320.1
1.9660          -3.2452      -6.6205       3.3753   322.4
1.9670          -3.2713      -6.6256       3.3543   320.4
1.9680          -3.2560      -6.6310       3.3751   322.4
1.9690          -3.2746      -6.6366       3.3619   321.1
1.9700          -3.2739      -6.6416       3.3677   321.7
1.9710          -3.2590      -6.6465       3.3875   323.5
1.9720          -3.2742      -6.6512       3.3770   322.5
1.9730          -3.2383      -6.6553       3.4170   326.4
1.9740          -3.2576      -6.6589       3.4012   324.9
1.9750          -3.3045      -6.6615       3.3569   320.6
1.9760          -3.3100      -6.6630       3.3530   320.2
1.9770          -3.3213      -6.6639       3.3426   319.3
1.9780          -3.3167      -6.6641       3.3474   319.7
1.9790          -3.3306      -6.6634       3.3328   318.3
1.9800          -3.3399      -6.6612       3.3213   317.2
1.9810          -3.3496      -6.6580       3.3084   316.0
1.9820          -3.3451      -6.6538       3.3088   316.0
1.9830          -3.3492      -6.6487       3.2995   315.1
1.9840          -3.3536      -6.6429       3.2893   314.2
1.9850          -3.3226      -6.6361       3.3135   316.5
1.9860          -3.3274      -6.6286       3.3012   315.3
1.9870          -3.3216      -6.6207       3.2991   315.1
1.9880          -3.3202      -6.6123       3.2922   314.4
1.9890          -3.3582      -6.6037       3.2455   310.0
1.9900          -3.3639      -6.5947       3.2308   308.6
1.9910          -3.3840      -6.5853       3.2013   305.8
1.9920          -3.3702      -6.5758       3.2056   306.2
1.9930          -3.4041      -6.5660       3.1618   302.0
1.9940          -3.4274      -6.5562       3.1287   298.8
1.9950          -3.4256      -6.5465       3.1208   298.1
1.9960          -3.4418      -6.5370       3.0951   295.6
1.9970          -3.4663      -6.5275       3.0612   292.4
1.9980          -3.4628      -6.5183       3.0554   291.8
1.9990          -3.4581      -6.5103       3.0522   291.5
2.0000          -3.4707      -6.5031       3.0324   289.6
2.0010          -3.4923      -6.4965       3.0042   286.9
2.0020          -3.5114      -6.4905       2.9791   284.5
2.0030          -3.5149      -6.4857       2.9708   283.7
2.0040          -3.5314      -6.4819       2.9504   281.8
2.0050          -3.5156      -6.4794       2.9638   283.1
2.0060          -3.4911      -6.4778       2.9866   285.3
2.0070          -3.4694      -6.4764       3.0070   287.2
2.0080          -3.4674      -6.4757       3.0083   287.3
2.0090          -3.4905      -6.4753       2.9848   285.1
2.0100          -3.5055      -6.4748       2.9693   283.6
2.0110          -3.4950      -6.4749       2.9800   284.6
2.0120          -3.4819      -6.4756       2.9936   285.9
2.0130          -3.4555      -6.4767       3.0212   288.6
2.0140          -3.4651      -6.4782       3.0131   287.8
2.0150          -3.4389      -6.4796       3.0408   290.4
2.0160          -3.4441      -6.4807       3.0366   290.0
2.0170          -3.4573      -6.4817       3.0244   288.9
2.0180          -3.4654      -6.4830       3.0176   288.2
2.0190          -3.4828      -6.4838       3.0011   286.6
2.0200          -3.4915      -6.4843       2.9928   285.8
2.0210          -3.4817      -6.4841       3.0024   286.8
2.0220          -3.4896      -6.4833       2.9937   285.9
2.0230          -3.4925      -6.4822       2.9897   285.6
2.0240          -3.5051      -6.4809       2.9759   284.2
2.0250          -3.5221      -6.4792       2.9571   282.4
2.0260          -3.5331      -6.4772       2.9440   281.2
2.0270          -3.5132      -6.4748       2.9616   282.9
2.0280          -3.5375      -6.4728       2.9353   280.4
2.0290          -3.5456      -6.4709       2.9253   279.4
2.0300          -3.5566      -6.4687       2.9121   278.1
2.0310          -3.5537      -6.4658       2.9121   278.1
2.0320          -3.5755      -6.4624       2.8869   275.7
2.0330          -3.5713      -6.4589       2.8876   275.8
2.0340          -3.5627      -6.4551       2.8923   276.2
2.0350          -3.5929      -6.4504       2.8576   272.9
2.0360          -3.5857      -6.4455       2.8598   273.1
2.0370          -3.5843      -6.4398       2.8555   272.7
2.0380          -3.5844      -6.4336       2.8491   272.1
2.0390          -3.5698      -6.4269       2.8571   272.9
2.0400          -3.5536      -6.4202       2.8666   273.8
2.0410          -3.5728      -6.4137       2.8409   271.3
2.0420          -3.5806      -6.4080       2.8274   270.0
2.0430          -3.6075      -6.4032       2.7957   267.0
2.0440          -3.6312      -6.3994       2.7683   264.4
2.0450          -3.6514      -6.3967       2.7454   262.2
2.0460          -3.6539      -6.3949       2.7410   261.8
2.0470          -3.6693      -6.3946       2.7253   260.3
2.0480          -3.6620      -6.3956       2.7336   261.1
2.0490          -3.6416      -6.3980       2.7563   263.3
2.0500          -3.6510      -6.4014       2.7504   262.7
2.0510          -3.6787      -6.4062       2.7275   260.5
2.0520          -3.6728      -6.4122       2.7394   261.6
2.0530          -3.6554      -6.4198       2.7644   264.0
2.0540          -3.6394      -6.4291       2.7897   266.4
2.0550          -3.6452      -6.4396       2.7945   266.9
2.0560          -3.6491      -6.4512       2.8020   267.6
2.0570          -3.6425      -6.4636       2.8211   269.4
2.0580          -3.6227      -6.4765       2.8538   272.6
2.0590          -3.6231      -6.4900       2.8669   273.8
2.0600          -3.6249      -6.5042       2.8793   275.0
2.0610          -3.6260      -6.5187       2.8928   276.3
2.0620          -3.6205      -6.5332       2.9126   278.2
2.0630          -3.6527      -6.5472       2.8945   276.5
2.0640          -3.6528      -6.5610       2.9082   277.8
2.0650          -3.6408      -6.5747       2.9339   280.2
2.0660          -3.6671      -6.5879       2.9208   279.0
2.0670          -3.6545      -6.6003       2.9458   281.4
2.0680          -3.6617      -6.6121       2.9505   281.8
2.0690          -3.6468      -6.6231       2.9762   284.3
2.0700          -3.6465      -6.6331       2.9866   285.3
2.0710          -3.6323      -6.6419       3.0097   287.5
2.0720          -3.6371      -6.6498       3.0127   287.7
2.0730          -3.6612      -6.6568       2.9956   286.1
2.0740          -3.6739      -6.6630       2.9890   285.5
2.0750          -3.6707      -6.6680       2.9973   286.3
2.0760          -3.6739      -6.6717       2.9978   286.3
2.0770          -3.6902      -6.6740       2.9837   285.0
2.0780          -3.6796      -6.6750       2.9954   286.1
2.0790          -3.6536      -6.6752       3.0216   288.6
2.0800          -3.6810      -6.6745       2.9935   285.9
2.0810          -3.6646      -6.6730       3.0084   287.3
2.0820          -3.6546      -6.6713       3.0167   288.1
2.0830          -3.6350      -6.6693       3.0343   289.8
2.0840          -3.6261      -6.6668       3.0407   290.4
2.0850          -3.6190      -6.6640       3.0450   290.8
2.0860          -3.5940      -6.6611       3.0671   292.9
2.0870          -3.5761      -6.6586       3.0825   294.4
2.0880          -3.5881      -6.6566       3.0685   293.1
2.0890          -3.6158      -6.6548       3.0389   290.3
2.0900          -3.6291      -6.6528       3.0238   288.8
2.0910          -3.6219      -6.6516       3.0297   289.4
2.0920          -3.6402      -6.6506       3.0104   287.5
2.0930          -3.6367      -6.6502       3.0135   287.8
2.0940          -3.6655      -6.6504       2.9849   285.1
2.0950          -3.6303      -6.6515       3.0211   288.5
2.0960          -3.6215      -6.6530       3.0315   289.5
2.0970          -3.5983      -6.6552       3.0570   292.0
2.0980          -3.6188      -6.6582       3.0395   290.3
2.0990          -3.6214      -6.6621       3.0406   290.4
2.1000          -3.6184      -6.6665       3.0481   291.1
2.1010          -3.6173      -6.6713       3.0539   291.7
2.1020          -3.6218      -6.6764       3.0546   291.7
2.1030          -3.6294      -6.6819       3.0525   291.5
2.1040          -3.6330      -6.6873       3.0544   291.7
2.1050          -3.6465      -6.6927       3.0463   290.9
2.1060          -3.6407      -6.6981       3.0573   292.0
2.1070          -3.6338      -6.7032       3.0694   293.2
2.1080          -3.6688      -6.7079       3.0391   290.3
2.1090          -3.6335      -6.7124       3.0790   294.1
2.1100          -3.6243      -6.7168       3.0924   295.4
2.1110          -3.6189      -6.7201       3.1013   296.2
2.1120          -3.6488      -6.7225       3.0737   293.6
2.1130          -3.6395      -6.7237       3.0842   294.6
2.1140          -3.6601      -6.7242       3.0641   292.7
2.1150          -3.6494      -6.7240       3.0746   293.7
2.1160          -3.6619      -6.7229       3.0610   292.4
2.1170          -3.6690      -6.7208       3.0519   291.5
2.1180          -3.6581      -6.7177       3.0596   292.2
2.1190          -3.6748      -6.7135       3.0386   290.2
2.1200          -3.6941      -6.7089       3.0148   287.9
2.1210          -3.7091      -6.7036       2.9946   286.0
2.1220          -3.7106      -6.6975       2.9869   285.3
2.1230          -3.6873      -6.6906       3.0033   286.8
2.1240          -3.7216      -6.6833       2.9617   282.9
2.1250          -3.7329      -6.6756       2.9427   281.1
2.1260          -3.7189      -6.6675       2.9486   281.6
2.1270          -3.7157      -6.6591       2.9433   281.1
2.1280          -3.7237      -6.6506       2.9269   279.6
2.1290          -3.7028      -6.6416       2.9387   280.7
2.1300          -3.6957      -6.6322       2.9366   280.5
2.1310          -3.6988      -6.6226       2.9238   279.3
2.1320          -3.6898      -6.6127       2.9228   279.2
2.1330          -3.6868      -6.6026       2.9158   278.5
2.1340          -3.6771      -6.5926       2.9156   278.5
2.1350          -3.6898      -6.5825       2.8927   276.3
2.1360          -3.6766      -6.5722       2.8956   276.6
2.1370          -3.6633      -6.5622       2.8989   276.9
2.1380          -3.6342      -6.5522       2.9180   278.7
2.1390          -3.6411      -6.5427       2.9016   277.1
2.1400          -3.6592      -6.5338       2.8746   274.6
2.1410          -3.6761      -6.5256       2.8494   272.2
2.1420          -3.6967      -6.5180       2.8213   269.5
2.1430          -3.6862      -6.5113       2.8251   269.8
2.1440          -3.6722      -6.5060       2.8338   270.7
2.1450          -3.6756      -6.5016       2.8260   269.9
2.1460          -3.7116      -6.4988       2.7872   266.2
2.1470          -3.6966      -6.4973       2.8007   267.5
2.1480          -3.6826      -6.4970       2.8144   268.8
2.1490          -3.6779      -6.4980       2.8201   269.4
2.1500          -3.6610      -6.5004       2.8393   271.2
2.1510          -3.6758      -6.5044       2.8285   270.2
2.1520          -3.6797      -6.5103       2.8306   270.3
2.1530          -3.6780      -6.5174       2.8394   271.2
2.1540          -3.7056      -6.5253       2.8197   269.3
2.1550          -3.7251      -6.5344       2.8093   268.3
2.1560          -3.7755      -6.5445       2.7690   264.5
2.1570          -3.7674      -6.5559       2.7885   266.3
2.1580          -3.7809      -6.5687       2.7878   266.3
2.1590          -3.8051      -6.5825       2.7774   265.3
2.1600          -3.8261      -6.5974       2.7713   264.7
2.1610          -3.8292      -6.6133       2.7841   265.9
2.1620          -3.8136      -6.6307       2.8171   269.1
2.1630          -3.7902      -6.6494       2.8592   273.1
2.1640          -3.7740      -6.6693       2.8953   276.5
2.1650          -3.7570      -6.6899       2.9329   280.1
2.1660          -3.7406      -6.7116       2.9710   283.8
2.1670          -3.7792      -6.7339       2.9547   282.2
2.1680          -3.8082      -6.7563       2.9482   281.6
2.1690          -3.8135      -6.7792       2.9657   283.3
2.1700          -3.7989      -6.8020       3.0030   286.8
2.1710          -3.7828      -6.8247       3.0419   290.5
2.1720          -3.7754      -6.8474       3.0720   293.4
2.1730          -3.7653      -6.8699       3.1045   296.5
2.1740          -3.7615      -6.8916       3.1301   299.0
2.1750          -3.7671      -6.9125       3.1454   300.4
2.1760          -3.7633      -6.9326       3.1692   302.7
2.1770          -3.7698      -6.9515       3.1816   303.9
2.1780          -3.7815      -6.9692       3.1877   304.5
2.1790          -3.8228      -6.9861       3.1633   302.1
2.1800          -3.8203      -7.0023       3.1820   303.9
2.1810          -3.8327      -7.0175       3.1848   304.2
2.1820          -3.8305      -7.0318       3.2012   305.8
2.1830          -3.8364      -7.0452       3.2088   306.5
2.1840          -3.8370      -7.0578       3.2208   307.6
2.1850          -3.8795      -7.0693       3.1899   304.7
2.1860          -3.8707      -7.0797       3.2090   306.5
2.1870          -3.9040      -7.0891       3.1852   304.2
2.1880          -3.9109      -7.0976       3.1867   304.4
2.1890          -3.8890      -7.1053       3.2163   307.2
2.1900          -3.8910      -7.1120       3.2210   307.6
2.1910          -3.9011      -7.1177       3.2166   307.2
2.1920          -3.9182      -7.1224       3.2042   306.0
2.1930          -3.9118      -7.1265       3.2147   307.0
2.1940          -3.9201      -7.1298       3.2097   306.6
2.1950          -3.9339      -7.1322       3.1982   305.5
2.1960          -3.9546      -7.1336       3.1790   303.6
2.1970          -3.9469      -7.1344       3.1875   304.4
2.1980          -3.9372      -7.1343       3.1971   305.4
2.1990          -3.9265      -7.1335       3.2070   306.3
2.2000          -3.9381      -7.1328       3.1947   305.1
2.2010          -3.9413      -7.1317       3.1904   304.7
2.2020          -3.9272      -7.1301       3.2029   305.9
2.2030          -3.9552      -7.1277       3.1724   303.0
2.2040          -3.9574      -7.1246       3.1672   302.5
2.2050          -3.9425      -7.1209       3.1785   303.6
2.2060          -3.9286      -7.1169       3.1883   304.5
2.2070          -3.9514      -7.1125       3.1610   301.9
2.2080          -3.9408      -7.1079       3.1671   302.5
2.2090          -3.9553      -7.1027       3.1474   300.6
2.2100          -3.9808      -7.0973       3.1164   297.7
2.2110          -3.9847      -7.0916       3.1069   296.7
2.2120          -4.0138      -7.0856       3.0718   293.4
2.2130          -4.0197      -7.0796       3.0599   292.3
